career,skills,source
MLOps Engineer,computer vision | data analysis | python | pytorch,global_ai_jobs_dataset
Machine Learning Engineer,deep learning | python | sql | tensorflow,global_ai_jobs_dataset
Data Engineer,java | python | sql | kafka | airflow | gcp bigquery | mongodb | data partitioning | bigquery,job_dataset
Data Scientist,tensorflow | deep learning | nlp | python,global_ai_jobs_dataset
AI Engineer,machine learning | nlp | data analysis | tensorflow,global_ai_jobs_dataset
NLP Engineer,python | sql | data analysis | statistics,global_ai_jobs_dataset
Computer Vision Engineer,machine learning | data analysis | deep learning | sql,global_ai_jobs_dataset
Data Scientist,tensorflow | computer vision | nlp | python,global_ai_jobs_dataset
MLOps Engineer,computer vision | statistics | sql | machine learning,global_ai_jobs_dataset
MLOps Engineer,python | machine learning | nlp | data analysis,global_ai_jobs_dataset
AI Product Manager,statistics | computer vision | machine learning | sql,global_ai_jobs_dataset
Data Analyst,python | nlp | sql | computer vision,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | python basics | git | mysql basics | rest apis | json | responsive design | vue.js | node.js | python | mysql,job_dataset
AI Engineer,nlp | machine learning | tensorflow | pytorch,global_ai_jobs_dataset
AI Researcher,pytorch | python | computer vision | deep learning,global_ai_jobs_dataset
.NET Developer,c# | .net core | asp.net mvc | rest apis | docker | azure devops | testing with nunit | nunit,job_dataset
Prompt Engineer,statistics | deep learning | machine learning | nlp,global_ai_jobs_dataset
MLOps Engineer,sql | data analysis | computer vision | machine learning,global_ai_jobs_dataset
Data Engineer,scala | python | sql | kafka | flink | databricks | gcp bigquery | data modeling | bigquery,job_dataset
AI Engineer,nlp | pytorch | machine learning | computer vision,global_ai_jobs_dataset
Prompt Engineer,nlp | pytorch | machine learning | statistics,global_ai_jobs_dataset
AI Product Manager,data analysis | sql | pytorch | python,global_ai_jobs_dataset
AI Engineer,pytorch | machine learning | deep learning | sql,global_ai_jobs_dataset
AI Product Manager,computer vision | python | deep learning | sql,global_ai_jobs_dataset
NLP Engineer,python | sql | nlp | data analysis,global_ai_jobs_dataset
AI Researcher,statistics | nlp | sql | python,global_ai_jobs_dataset
Machine Learning Engineer,computer vision | data analysis | machine learning | python,global_ai_jobs_dataset
Computer Vision Engineer,python | sql | machine learning | computer vision,global_ai_jobs_dataset
AI Researcher,machine learning | nlp | deep learning | tensorflow,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | tensorflow | pytorch | sql,global_ai_jobs_dataset
Computer Vision Engineer,deep learning | nlp | tensorflow | sql,global_ai_jobs_dataset
Data Scientist,python | sql | tensorflow | machine learning,global_ai_jobs_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum multi-chain | hyperledger fabric | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain solutions | cloud integration | leadership | project management | innovation management | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | ethereum | hyperledger | security audits,job_dataset
AI Engineer,deep learning | machine learning | tensorflow | computer vision,global_ai_jobs_dataset
Data Scientist,computer vision | statistics | tensorflow | python,global_ai_jobs_dataset
Prompt Engineer,python | tensorflow | sql | deep learning,global_ai_jobs_dataset
Prompt Engineer,deep learning | machine learning | data analysis | nlp,global_ai_jobs_dataset
Data Analyst,nlp | pytorch | tensorflow | deep learning,global_ai_jobs_dataset
.NET Developer,c# | .net framework | asp.net basics | sql server | html | css | linq | visual studio | .net | entity framework | asp.net,job_dataset
Blockchain Developer,java advanced | python advanced | solidity advanced | rust basics | ethereum | hyperledger | corda | smart contract security audits | gas optimization | cryptography advanced | scalable dapps | cross-chain interoperability | cloud integration | leadership | mentoring | collaboration | blockchain architecture | smart contract optimization | multi-chain | cross-chain | cryptography | consensus algorithms | security audits,job_dataset
Data Analyst,pytorch | python | tensorflow | deep learning,global_ai_jobs_dataset
AI Product Manager,nlp | pytorch | computer vision | python,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | deep learning | nlp | machine learning,global_ai_jobs_dataset
Computer Vision Engineer,computer vision | deep learning | pytorch | tensorflow,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting basics | networking fundamentals | linux (kali | parrot os) basics | windows security basics | introduction to penetration testing | basic vulnerability assessment | web application security basics | familiarity with nmap and wireshark | basic cryptography understanding | problem-solving | communication | ethical awareness | ethical hacking | penetration testing | network security | python | linux | windows security | nmap | wireshark | cryptography | web security,job_dataset
NLP Engineer,tensorflow | pytorch | python | computer vision,global_ai_jobs_dataset
NLP Engineer,python | data analysis | deep learning | machine learning,global_ai_jobs_dataset
AI Product Manager,python | pytorch | deep learning | computer vision,global_ai_jobs_dataset
Data Scientist,python | statistics | data analysis | machine learning,global_ai_jobs_dataset
AI Researcher,computer vision | statistics | machine learning | sql,global_ai_jobs_dataset
NLP Engineer,tensorflow | deep learning | data analysis | sql,global_ai_jobs_dataset
Prompt Engineer,data analysis | sql | tensorflow | machine learning,global_ai_jobs_dataset
AI Engineer,pytorch | computer vision | data analysis | deep learning,global_ai_jobs_dataset
NLP Engineer,sql | nlp | statistics | deep learning,global_ai_jobs_dataset
AI Product Manager,statistics | sql | pytorch | python,global_ai_jobs_dataset
Computer Vision Engineer,data analysis | tensorflow | python | machine learning,global_ai_jobs_dataset
Data Analyst,tensorflow | computer vision | python | nlp,global_ai_jobs_dataset
AI Product Manager,statistics | computer vision | data analysis | pytorch,global_ai_jobs_dataset
NLP Engineer,pytorch | tensorflow | python | machine learning,global_ai_jobs_dataset
Prompt Engineer,computer vision | pytorch | data analysis | deep learning,global_ai_jobs_dataset
AI Product Manager,tensorflow | data analysis | pytorch | machine learning,global_ai_jobs_dataset
NLP Engineer,data analysis | machine learning | python | pytorch,global_ai_jobs_dataset
AI Engineer,computer vision | pytorch | nlp | data analysis,global_ai_jobs_dataset
Computer Vision Engineer,pytorch | computer vision | machine learning | data analysis,global_ai_jobs_dataset
Ethical Hacker,python basics | bash scripting | networking fundamentals | linux (kali linux | parrot os) basics | windows security basics | penetration testing fundamentals | vulnerability assessment basics | web application security | basic knowledge of nmap | burp suite | cryptography fundamentals | problem-solving | communication | ethical mindset | ethical hacking | penetration testing | network security | python | linux | windows security | nmap | cryptography | web security,job_dataset
Prompt Engineer,deep learning | computer vision | tensorflow | statistics,global_ai_jobs_dataset
AI Researcher,deep learning | tensorflow | nlp | computer vision,global_ai_jobs_dataset
Data Scientist,tensorflow | deep learning | computer vision | statistics,global_ai_jobs_dataset
Prompt Engineer,nlp | machine learning | deep learning | data analysis,global_ai_jobs_dataset
Data Analyst,tensorflow | statistics | pytorch | data analysis,global_ai_jobs_dataset
AI Researcher,statistics | machine learning | computer vision | data analysis,global_ai_jobs_dataset
Data Scientist,deep learning | statistics | pytorch | nlp,global_ai_jobs_dataset
Machine Learning Engineer,nlp | computer vision | python | statistics,global_ai_jobs_dataset
MLOps Engineer,computer vision | pytorch | tensorflow | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | pytorch | data analysis | statistics,global_ai_jobs_dataset
Machine Learning Engineer,statistics | python | sql | computer vision,global_ai_jobs_dataset
Prompt Engineer,nlp | statistics | data analysis | pytorch,global_ai_jobs_dataset
Data Analyst,statistics | deep learning | data analysis | nlp,global_ai_jobs_dataset
AI Engineer,computer vision | statistics | machine learning | tensorflow,global_ai_jobs_dataset
Prompt Engineer,sql | computer vision | data analysis | statistics,global_ai_jobs_dataset
Prompt Engineer,pytorch | sql | data analysis | deep learning,global_ai_jobs_dataset
AI Product Manager,statistics | pytorch | deep learning | data analysis,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | sql | python | statistics,global_ai_jobs_dataset
Machine Learning Engineer,nlp | statistics | data analysis | deep learning,global_ai_jobs_dataset
Prompt Engineer,pytorch | tensorflow | nlp | deep learning,global_ai_jobs_dataset
Data Analyst,statistics | data analysis | tensorflow | sql,global_ai_jobs_dataset
Data Engineer,python | scala | sql | kafka | flink | azure synapse | mongodb | airflow,job_dataset
AI Researcher,sql | tensorflow | pytorch | python,global_ai_jobs_dataset
MLOps Engineer,python | computer vision | nlp | deep learning,global_ai_jobs_dataset
Machine Learning Engineer,sql | python | pytorch | nlp,global_ai_jobs_dataset
MLOps Engineer,statistics | nlp | sql | python,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | react basics | node.js basics | git | mysql basics | rest apis | ajax | ui | ux fundamentals | react | node.js | mysql,job_dataset
Data Analyst,tensorflow | pytorch | deep learning | python,global_ai_jobs_dataset
AI Researcher,deep learning | statistics | python | data analysis,global_ai_jobs_dataset
MLOps Engineer,sql | tensorflow | computer vision | pytorch,global_ai_jobs_dataset
AI Product Manager,computer vision | statistics | data analysis | machine learning,global_ai_jobs_dataset
Machine Learning Engineer,tensorflow | computer vision | python | statistics,global_ai_jobs_dataset
AI Researcher,pytorch | deep learning | sql | statistics,global_ai_jobs_dataset
Web Developer,html5 | css3 | javascript | vue.js basics | node.js basics | git | mongodb basics | rest apis | ajax | vue.js | node.js | mongodb,job_dataset
AI Engineer,pytorch | data analysis | python | tensorflow,global_ai_jobs_dataset
NLP Engineer,sql | computer vision | python | pytorch,global_ai_jobs_dataset
NLP Engineer,statistics | nlp | deep learning | sql,global_ai_jobs_dataset
MLOps Engineer,pytorch | deep learning | statistics | nlp,global_ai_jobs_dataset
